Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Connector Type","Number of Contacts","Gender","Specifications","Mounting Type","Mounting Feature","Termination","Features","Ingress Protection","Operating Temperature","Number of Ports","Current Rating (Amps)","Voltage - Rated","Shielding","Mating Cycles","URL"
"https://app.adam-tech.com/products/download/data_sheet/195341/mcr-b-s-ra-smt-np-cs6b-t-r-data-sheet.pdf","-","2057-MCR-B-S-RA-SMT-NP-CS6B-T/RTR-ND","MCR-B-S-RA-SMT-NP-CS6B-T/R","Adam Tech","Adam Tech","MICRO USB, TYPE B, RIGHT ANGLE,","0","0.18444","0","500","Tape & Reel (TR)","MCR","Obsolete","USB - micro B","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 80°C","1","1A","-","Shielded","-","https://www.digikey.be/en/products/detail/adam-tech/MCR-B-S-RA-SMT-NP-CS6B-T-R/9832237"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6257/io_usb_micro.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8888/MFG_10118194.jpg","609-10118194-0101LFTR-ND","10118194-0101LF","Amphenol ICC (FCI)","Amphenol CS (FCI)","CONN RCPT USB","0","0.19803","0","20000","Tape & Reel (TR)","-","Active","USB - micro B","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","-","-","-30°C ~ 80°C","1","0.5A, 1.8A","-","Shielded","10000","https://www.digikey.be/en/products/detail/amphenol-cs-fci/10118194-0101LF/11601535"
"https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_usb_micro.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8888/MFG_10118194.jpg","609-10118194-0012LFTR-ND","10118194-0012LF","Amphenol ICC (FCI)","Amphenol CS (FCI)","CONN RCPT USB","0","0.20426","0","9600","Tape & Reel (TR)","-","Active","USB - micro B","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","-","-","-30°C ~ 80°C","1","0.5A, 1.8A","-","Shielded","10000","https://www.digikey.be/en/products/detail/amphenol-cs-fci/10118194-0012LF/11606560"
"-","-","664-105019301012ATR-ND","105019301012A","Amphenol ICC (Commercial Products)","Amphenol CS (Commercial Products)","MICRO USB B 5POS RIGHT ANGLE SMT","0","0.2301","0","15000","Tape & Reel (TR)","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","-","-","-","1","-","-","Shielded","-","https://www.digikey.be/en/products/detail/amphenol-cs-commercial-products/105019301012A/25817228"
"https://www.molex.com/pdm_docs/sd/476100001_sd.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2277/0476100001.jpg","WM14338TR-ND","0476100001","Molex","Molex","CONN RCP MICRO USB B 5POS SMD RA","0","0.23406","0","9100","Tape & Reel (TR)","47610","Obsolete","USB - micro B","5","Receptacle","-","Surface Mount, Right Angle","Bottom Mount, Horizontal","Solder","Solder Retention","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/molex/0476100001/4553744"
"https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_usb_micro.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6447/MFG_10118193-0002LF.jpg","609-10118193-0002LFTR-ND","10118193-0002LF","Amphenol ICC (FCI)","Amphenol CS (FCI)","CONN RCPT USB","0","0.2342","0","10400","Tape & Reel (TR)","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","-","-","-","1","-","-","Shielded","10000","https://www.digikey.be/en/products/detail/amphenol-cs-fci/10118193-0002LF/11596817"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6257/io_usb_micro.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8888/MFG_10118194.jpg","609-10118194-1001LFTR-ND","10118194-1001LF","Amphenol ICC (FCI)","Amphenol CS (FCI)","CONN RCPT USB","0","0.2407","0","9600","Tape & Reel (TR)","-","Active","USB - micro B","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","-","-","-30°C ~ 80°C","1","0.5A, 1.8A","-","Shielded","10000","https://www.digikey.be/en/products/detail/amphenol-cs-fci/10118194-1001LF/11600996"
"https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_usb_type_c_connector_cable.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6456/MFG_10164744-00011LF.jpg","609-10164744-00011LFTR-ND","10164744-00011LF","Amphenol ICC (FCI)","Amphenol CS (FCI)","MICRO USB VERTICAL T/H-TYPE","0","0.2458","0","26000","Tape & Reel (TR)","10164744","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Through Hole","Vertical","Solder","-","-","-30°C ~ 85°C","1","1A, 1.8A","30VDC","Shielded","10000","https://www.digikey.be/en/products/detail/amphenol-cs-fci/10164744-00011LF/22527633"
"-","-","123-AUSB2-BFC-GSR2-ND","AUSB2-BFC-GSR2","Assmann WSW Components","Assmann WSW Components","USB","0","0.27232","0","10000","Bulk","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","-","-","-30°C ~ 85°C","1","1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/assmann-wsw-components/AUSB2-BFC-GSR2/25798694"
"https://www.molex.com/pdm_docs/sd/476541001_sd.pdf","-","0476541001-ND","0476541001","Molex","Molex","CONN RCPT MICRO USB AB 5POS SMD","0","0.27377","0","7500","Tape & Reel (TR)","47654","Obsolete","USB - micro AB","5","Receptacle","-","Board Edge, Cutout; Surface Mount; Through Hole, Right Angle","Horizontal, Mid Mount","Solder","Pick and Place","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/molex/0476541001/4553745"
"https://www.molex.com/webdocs/datasheets/pdf/en-us/0475891101_IO_CONNECTORS.pdf","-","0475891101-ND,2266-475891101-23-ND","0475891101","Molex","Molex,WEC","CONN RCPT MICRO USB AB 5P SMD RA","0","0.27452","0","1500","Tape & Reel (TR),Bulk","47589","Obsolete","USB - micro AB","5","Receptacle","-","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place, Solder Retention","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/molex/0475891101/5116046"
"-","-","123-AUSB2-BFC-GSR1-ND","AUSB2-BFC-GSR1","Assmann WSW Components","Assmann WSW Components","USB","0","0.28707","0","6000","Bulk","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","-","-","-30°C ~ 80°C","1","1.5A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/assmann-wsw-components/AUSB2-BFC-GSR1/25798583"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2514/AU-Y1010.pdf","-","AU-Y1010-ND","AU-Y1010","Assmann WSW Components","Assmann WSW Components","CONN PLUG USB1.1 MICRO B SLD","0","0.2937","0","100","Tray","-","Obsolete","USB - micro B","5","Plug","USB 1.1","Free Hanging (In-Line)","-","Solder","-","-","-30°C ~ 80°C","1","1A","-","-","10000","https://www.digikey.be/en/products/detail/assmann-wsw-components/AU-Y1010/4319239"
"https://gct.co/files/specs/usb3065-spec.pdf","-","2073-USB3065-30-01-ATR-ND","USB3065-30-01-A","GCT","GCT","MICRO B SKT, BOTTOM-SMT, R/A, 30","0","0.29711","0","6000","Tape & Reel (TR)","USB3065","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","-","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/gct/USB3065-30-01-A/14305240"
"https://www.molex.com/pdm_docs/sd/1052481001_sd.pdf","-","1052481001-ND","1052481001","Molex","Molex","CONN RCPT USB2.0 MICRO B SMD","0","0.30222","0","7500","Tape & Reel (TR)","105248","Obsolete","USB - micro B","5","Receptacle","USB 2.0","Board Edge, Cutout; Surface Mount; Through Hole, Right Angle","Horizontal, Mid Mount","Solder","Pick and Place","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/molex/1052481001/5254605"
"https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_usb_micro.pdf","-","609-10144745-0001LFTR-ND","10144745-0001LF","Amphenol ICC (FCI)","Amphenol CS (FCI)","MICRO USB B-TYPE","0","0.31133","0","20000","Tape & Reel (TR)","-","Active","USB - micro B","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","-","-","-30°C ~ 80°C","1","1A, 1.8A","-","Shielded","-","https://www.digikey.be/en/products/detail/amphenol-cs-fci/10144745-0001LF/11604008"
"https://app.adam-tech.com/resources/download/65/ecatalog-2025-1.pdf","-","2057-MCR-AB-S-RA-TSMT-CS2-T/RTR-ND","MCR-AB-S-RA-TSMT-CS2-T/R","Adam Tech","Adam Tech","MICRO USB ABF 1PORT RA TRUE SMT","0","0.31383","0","3000","Tape & Reel (TR)","MCR","Active","USB - micro AB","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","-","-","-30°C ~ 80°C","1","1A, 1.8A","-","Shielded","-","https://www.digikey.be/en/products/detail/adam-tech/MCR-AB-S-RA-TSMT-CS2-T-R/26685061"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2544/AU-Y1009.pdf","-","AU-Y1009-ND","AU-Y1009","Assmann WSW Components","Assmann WSW Components","CONN RCPT USB1.1 MICRO B SMD R/A","0","0.3169","0","100","Tray","-","Obsolete","USB - micro B","5","Receptacle","USB 1.1","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 80°C","1","0.5A","-","-","10000","https://www.digikey.be/en/products/detail/assmann-wsw-components/AU-Y1009/4319238"
"https://app.adam-tech.com/products/download/data_sheet/195345/mcr-b-mplug-cs8-data-sheet.pdf","-","2057-MCR-B-MPLUG-CS8-ND","MCR-B-MPLUG-CS8","Adam Tech","Adam Tech","MICRO USB TYPE B PLUG","0","0.32308","0","500","Tray","MCR","Obsolete","USB - micro B","5","Plug","-","Surface Mount, Right Angle","Horizontal","Solder","Board Guide","-","-55°C ~ 105°C","1","0.5A","150V","Shielded","-","https://www.digikey.be/en/products/detail/adam-tech/MCR-B-MPLUG-CS8/9832330"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1094/ZX_Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1042/ZX10-B-5S-UNIT%2812%29.JPG","H11673TR-ND","ZX10-B-5S-UNIT(12)","Hirose Electric Co Ltd","Hirose Electric Co Ltd","CONN PLUG USB2.0 MICRO B R/A","0","0.33745","0","1500","Tape & Reel (TR)","ZX","Obsolete","USB - micro B","5","Plug","USB 2.0","Through Hole, Right Angle","Bottom Mount, Horizontal","Solder","-","-","-30°C ~ 85°C","1","1A per Contact","30VAC","-","10000","https://www.digikey.be/en/products/detail/hirose-electric-co-ltd/ZX10-B-5S-UNIT-12/2004571"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1094/ZX_Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/19/ZX62D-B-5PA8.jpg","H124529TR-ND","ZX62D-B-5PA8","Hirose Electric Co Ltd","Hirose Electric Co Ltd","CONN RCPT USB2.0 MICRO B SMD R/A","0","0.34421","0","2000","Tape & Reel (TR)","ZX","Obsolete","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Bottom Mount, Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/hirose-electric-co-ltd/ZX62D-B-5PA8/5134937"
"https://gct.co/files/specs/usb3145-spec.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/188/USB3145-30-0-A.jpg","2073-USB3145-30-0-ATR-ND","USB3145-30-0-A","GCT","GCT","MICRO B SKT, VERTICAL, TH, 30""","0","0.34973","0","7800","Tape & Reel (TR)","USB3145","Active","USB - micro B","5","Receptacle","USB 2.0","Through Hole","Vertical","Solder","-","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/gct/USB3145-30-0-A/10649810"
"https://www.jae.com/direct/topics/topics_file_download/topics_id=64360&ext_no=08&_lang=en","-","DX4R005JJER1800-ND","DX4R005JJER1800","JAE Electronics","JAE Electronics","CONN RCPT USB2.0 MICRO B R/A","0","0.35582","0","1800","Tape & Reel (TR)","DX4","Active","USB - micro B","5","Receptacle","USB 2.0","Through Hole, Right Angle","Horizontal","Solder","-","-","-","-","-","-","-","-","https://www.digikey.be/en/products/detail/jae-electronics/DX4R005JJER1800/5398039"
"https://tools.molex.com/pdm_docs/ps/PS-47642-001.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1903/0473461001.jpg","WM20253TR-ND","0473461015","Molex","Molex","CONN RCPT USB2.0 MICRO B SMD R/A","0","0.35696","0","7500","Tape & Reel (TR)","47346","Obsolete","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/molex/0473461015/6099259"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1094/ZX_Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1/ZX62-AB-5PA.jpg","H11580TR-ND","ZX62-AB-5PA","Hirose Electric Co Ltd","Hirose Electric Co Ltd","CONN RCPT USB2.0 MICRO AB SMD RA","0","0.36104","0","2000","Tape & Reel (TR)","ZX","Obsolete","USB - micro AB","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Bottom Mount, Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1A per Contact","30VAC","-","10000","https://www.digikey.be/en/products/detail/hirose-electric-co-ltd/ZX62-AB-5PA/1851089"
"https://www.molex.com/pdm_docs/sd/474911001_sd.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2079/474911001.JPG","WM14334TR-ND","0474911001","Molex","Molex","CONN RCPT MICRO USB B 5POS SMD","0","0.36115","0","8500","Tape & Reel (TR)","47491","Obsolete","USB - micro B","5","Receptacle","-","Board Cutout, Surface Mount, Right Angle","Horizontal, Mid Mount","Solder","Pick and Place, Solder Retention","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/molex/0474911001/4553734"
"-","-","E8110-032-01-ND","E8110-032-01","Pulse Electronics","Pulse Electronics","CONN RCPT USB3.0 MICRO B SMD","0","0.36121","0","5400","Bulk","-","Obsolete","USB - micro B","10","Receptacle","USB 3.2 Gen 1 (USB 3.1 Gen 1, Superspeed (USB 3.0))","Surface Mount","Vertical","Solder","Pick and Place, Solder Retention","-","-20°C ~ 80°C","1","1.8A","-","Shielded","10000","https://www.digikey.be/en/products/detail/pulse-electronics/E8110-032-01/4169569"
"https://www.molex.com/pdm_docs/sd/476650001_sd.pdf","-","0476650001-ND","0476650001","Molex","Molex","CONN RCP MICRO USB B 5P BRD EDGE","0","0.36773","0","7500","Tape & Reel (TR)","47665","Obsolete","USB - micro B","5","Receptacle","-","Board Edge, Cutout; Surface Mount; Through Hole, Right Angle","Horizontal, Mid Mount","Solder","Pick and Place","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/molex/0476650001/3311602"
"https://www.molex.com/pdm_docs/sd/1051330102_sd.pdf","-","900-1051330102TR-ND","1051330102","Molex","Molex","U'USB B REC. VERTICAL LASER","0","0.36896","0","6000","Tape & Reel (TR)","105133","Obsolete","USB - micro B","5","Receptacle","USB 2.0","Surface Mount","Vertical","Solder","-","-","-","1","-","-","Shielded","-","https://www.digikey.be/en/products/detail/molex/1051330102/10482679"
"https://www.molex.com/pdm_docs/sd/1051331001_sd.pdf","-","900-1051331001TR-ND","1051331001","Molex","Molex","UUSB B REC. VERTICAL FLANGLESS","0","0.36896","0","6000","Tape & Reel (TR)","105133","Obsolete","USB - micro B","5","Receptacle","USB 2.0","Surface Mount","Vertical","Solder","-","-","-","1","-","-","Shielded","-","https://www.digikey.be/en/products/detail/molex/1051331001/10482702"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1094/ZX_Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1177/ZX62-B-5PA%2811%29.JPG","H11634TR-ND","ZX62-B-5PA(11)","Hirose Electric Co Ltd","Hirose Electric Co Ltd","CONN RCPT USB2.0 MICRO B SMD R/A","0","0.36971","0","3500","Tape & Reel (TR)","ZX","Obsolete","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Bottom Mount, Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/hirose-electric-co-ltd/ZX62-B-5PA-11/1993367"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1094/ZX_Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/707/ZX62D1-B-5PA.JPG","H124528TR-ND","ZX62D1-B-5PA","Hirose Electric Co Ltd","Hirose Electric Co Ltd","CONN RCPT USB2.0 MICRO B SMD R/A","0","0.36971","0","3000","Tape & Reel (TR)","ZX","Obsolete","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Bottom Mount, Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/hirose-electric-co-ltd/ZX62D1-B-5PA/5134934"
"https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_usb_micro.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/924/10118192-0002LF.JPG","609-5379-2-ND,609-5379-1-ND,609-5379-6-ND","10118192-0002LF","Amphenol ICC (FCI)","Amphenol CS (FCI)","CONN RCPT USB2.0 MICRO B SMD R/A","60.305","0.37","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 80°C","1","1.8A","100VAC","Shielded","10000","https://www.digikey.be/en/products/detail/amphenol-cs-fci/10118192-0002LF/6817756"
"https://app.adam-tech.com/products/download/data_sheet/195343/mcr-b-s-ra-smt-cs5a-nf-t-r-data-sheet.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4148/MCR-B-S-RA-SMT-CS5A-NF-TR.jpg","2057-MCR-B-S-RA-SMT-CS5A-NF-T/RTR-ND,2057-MCR-B-S-RA-SMT-CS5A-NF-T/RCT-ND,2057-MCR-B-S-RA-SMT-CS5A-NF-T/RDKR-ND","MCR-B-S-RA-SMT-CS5A-NF-T/R","Adam Tech","Adam Tech","MICRO USB, TYPE B, RIGHT ANGLE,","926","0.37","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","MCR","Active","USB - micro B","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","Board Guide","-","-30°C ~ 80°C","1","1A, 1.8A","-","Shielded","-","https://www.digikey.be/en/products/detail/adam-tech/MCR-B-S-RA-SMT-CS5A-NF-T-R/9832094"
"https://www.jst-mfg.com/product/pdf/eng/eUB-micro-USB.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/390/UB-MC5BR3-SD204-4S-TB-NMP.jpg","455-2562-2-ND","UB-MC5BR3-SD204-4S-TB NMP","JST Sales America Inc.","JST Sales America Inc.","CONN RCP MICRO USB B 5POS SMD RA","0","0.37318","0","3000","Tape & Reel (TR)","UB","Obsolete","USB - micro B","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 85°C","1","0.5A, 1A, 1.8A","30VAC/DC","Unshielded","10000","https://www.digikey.be/en/products/detail/jst-sales-america-inc/UB-MC5BR3-SD204-4S-TB-NMP/2538120"
"https://www.jst-mfg.com/product/pdf/eng/eUB-micro-USB.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/390/UB-MC5ABR3-SD204-4S-TB-NMP.jpg","455-2563-2-ND","UB-MC5ABR3-SD204-4S-TB NMP","JST Sales America Inc.","JST Sales America Inc.","CONN RCPT MICRO USB AB 5P SMD RA","0","0.37318","0","3000","Tape & Reel (TR)","UB","Obsolete","USB - micro AB","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 85°C","1","0.5A, 1A, 1.8A","30VAC/DC","Unshielded","10000","https://www.digikey.be/en/products/detail/jst-sales-america-inc/UB-MC5ABR3-SD204-4S-TB-NMP/2538121"
"https://www.jst-mfg.com/product/pdf/eng/eUB-micro-USB.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/1816/UB-MC5ABR3-SD204-4S-1-TB-NMP.jpg","455-2885-2-ND","UB-MC5ABR3-SD204-4S-1-TB NMP","JST Sales America Inc.","JST Sales America Inc.","CONN RCPT MICRO USB AB 5P SMD RA","0","0.37318","0","3000","Tape & Reel (TR)","UB","Obsolete","USB - micro AB","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 85°C","1","0.5A, 1A, 1.8A","30VAC/DC","Unshielded","10000","https://www.digikey.be/en/products/detail/jst-sales-america-inc/UB-MC5ABR3-SD204-4S-1-TB-NMP/5214021"
"https://gct.co/files/specs/usb3140-spec.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/188/USB3140-30-0x70-0-C.jpg","2073-USB3140-30-0070-0-CTR-ND","USB3140-30-0070-0-C","GCT","GCT","MICRO B SKT, VERTICAL, SMT, 30""","0","0.37433","0","6000","Tape & Reel (TR)","USB3140","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount","Vertical","Solder","-","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/gct/USB3140-30-0070-0-C/10649884"
"https://gct.co/files/specs/usb3140-spec.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8899/MFG_USB3140-30-0140-0-C.jpg","2073-USB3140-30-0140-0-C-ND","USB3140-30-0140-0-C","GCT","GCT","INTERCONNECT INTERFACE","0","0.37433","0","30000","Bulk","USB3140","Active","USB - micro B","5","Receptacle","-","Surface Mount, Through Hole","Vertical","Solder","-","-","-25°C ~ 85°C","1","1A, 1.8A","30VAC","Shielded","10000","https://www.digikey.be/en/products/detail/gct/USB3140-30-0140-0-C/24626693"
"https://app.adam-tech.com/products/download/data_sheet/195338/mcr-b-s-v-smt-p-cs1-10-pp-t-r-data-sheet.pdf","-","2057-MCR-B-S-V-SMT-P-CS1-10-PP-T/RTR-ND","MCR-B-S-V-SMT-P-CS1-10-PP-T/R","Adam Tech","Adam Tech","MICRO USB, TYPE B, VERTICAL, SUR","0","0.37682","0","500","Tape & Reel (TR)","MCR","Obsolete","USB - micro B","5","Receptacle","-","Surface Mount, Through Hole","Vertical","Solder","Board Guide","-","-","1","0.5A, 1.8A","-","Shielded","-","https://www.digikey.be/en/products/detail/adam-tech/MCR-B-S-V-SMT-P-CS1-10-PP-T-R/9832202"
"https://www.jst-mfg.com/product/pdf/eng/eUB-micro-USB.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/390/UB-MC5BR3-RS04-4S-TB-NMP.jpg","455-2564-2-ND","UB-MC5BR3-RS04-4S-TB NMP","JST Sales America Inc.","JST Sales America Inc.","CONN RCP MICRO USB B 5POS SMD RA","0","0.38027","0","3000","Tape & Reel (TR)","UB","Obsolete","USB - micro B","5","Receptacle","-","Surface Mount, Right Angle","Horizontal, Reverse Mount","Solder","Solder Retention","-","-","1","-","-","Unshielded","-","https://www.digikey.be/en/products/detail/jst-sales-america-inc/UB-MC5BR3-RS04-4S-TB-NMP/2538122"
"https://www.jst-mfg.com/product/pdf/eng/eUB-micro-USB.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2577/UB-MC5AB2R3-RS04-4S-1-TB%20NMP.JPG","455-2565-2-ND","UB-MC5AB2R3-RS04-4S-1-TB NMP","JST Sales America Inc.","JST Sales America Inc.","CONN RCPT MICRO USB AB 5P SMD RA","0","0.38085","0","3000","Tape & Reel (TR)","UB","Obsolete","USB - micro AB","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 85°C","1","0.5A, 1A, 1.8A","30VAC/DC","Shielded","10000","https://www.digikey.be/en/products/detail/jst-sales-america-inc/UB-MC5AB2R3-RS04-4S-1-TB-NMP/2538123"
"https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1939053&DocType=Customer+Drawing&DocLang=English","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/860/MFG_1939053.jpg","1939053-2-ND","1939053-2","TE Connectivity AMP Connectors","TE Connectivity AMP Connectors","CONN PLUG USB2.0 MICRO A SLD","0","0.38576","0","13200","Tray","-","Obsolete","USB - micro A","5","Plug","USB 2.0","Free Hanging (In-Line)","-","Solder","-","-","-30°C ~ 85°C","1","0.5A, 1A, 1.8A","30V","-","10000","https://www.digikey.be/en/products/detail/te-connectivity-amp-connectors/1939053-2/2286686"
"-","-","123-A-USB2-BFC-PSR10-ND","A-USB2-BFC-PSR10","Assmann WSW Components","Assmann WSW Components","USB","0","0.39127","0","30000","Bulk","-","Active","USB - micro B","5","Receptacle","USB 2.0","Through Hole","Vertical","Solder","-","-","-30°C ~ 80°C","1","1A","30VAC","Shielded","1500","https://www.digikey.be/en/products/detail/assmann-wsw-components/A-USB2-BFC-PSR10/25801902"
"-","-","123-A-USB2-CFC-EG-HRR1-ND","A-USB2-CFC-EG-HRR1","Assmann WSW Components","Assmann WSW Components","USB","0","0.39199","0","15000","Bulk","-","Active","USB - micro AB","5","Receptacle","USB 2.0","Through Hole","Vertical","Solder","-","-","-30°C ~ 80°C","1","1.8A","30V","Shielded","10000","https://www.digikey.be/en/products/detail/assmann-wsw-components/A-USB2-CFC-EG-HRR1/25801937"
"//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1094/ZX_Series.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2950/MFG_ZX62-AB-5P%28xx%29.jpg","H11495TR-ND","ZX62-AB-5P","Hirose Electric Co Ltd","Hirose Electric Co Ltd","CONN RCPT USB2.0 MICRO AB SMD RA","0","0.39286","0","2000","Tape & Reel (TR)","ZX","Obsolete","USB - micro AB","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Bottom Mount, Horizontal","Solder","Pick and Place, Solder Retention","-","-","1","-","-","-","-","https://www.digikey.be/en/products/detail/hirose-electric-co-ltd/ZX62-AB-5P/1589852"
