Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Technology","Type","Isolated Power","Number of Channels","Inputs - Side 1/Side 2","Channel Type","Voltage - Isolation","Common Mode Transient Immunity (Min)","Data Rate","Propagation Delay tpLH / tpHL (Max)","Pulse Width Distortion (Max)","Rise / Fall Time (Typ)","Voltage - Supply","Grade","Qualification","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package","URL"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7348/MFG_505%7ERQ-16%7ERQ%7E16.jpg","505-ADUM142D1BRQZ-RL7TR-ND,505-ADUM142D1BRQZ-RL7CT-ND,505-ADUM142D1BRQZ-RL7DKR-ND","ADUM142D1BRQZ-RL7","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SSOP","1.112","3.82","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142D1BRQZ-RL7/7388630"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum340e-341e-342e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM342E1BRWZ-RLTR-ND,505-ADUM342E1BRWZ-RLCT-ND,505-ADUM342E1BRWZ-RLDKR-ND","ADUM342E1BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISO 5.7KV 4CH CAN 16-SOIC","591","3.82","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Magnetic Coupling","CAN, RS485, SPI","No","4","2/2","Unidirectional","5700Vrms","100kV/µs","150Mbps","10ns, 10ns","3ns","2.5ns, 2.5ns","2.25V ~ 5.5V","Automotive","AEC-Q100","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM342E1BRWZ-RL/19203215"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4994/505%7ER-16-S%7ER%7E16.JPG","505-ADUM142E1BRZ-RL7TR-ND,505-ADUM142E1BRZ-RL7CT-ND,505-ADUM142E1BRZ-RL7DKR-ND","ADUM142E1BRZ-RL7","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SOIC","1.474","3.82","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142E1BRZ-RL7/5775489"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM142D0BRWZ-RLTR-ND,505-ADUM142D0BRWZ-RLCT-ND,505-ADUM142D0BRWZ-RLDKR-ND","ADUM142D0BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3.75KV 4CH GP 16SOIC","0","3.82","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3750Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142D0BRWZ-RL/5559597"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum340e-341e-342e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7348/MFG_505%7ERQ-16%7ERQ%7E16.jpg","505-ADUM342E1BRQZ-RL7TR-ND,505-ADUM342E1BRQZ-RL7CT-ND,505-ADUM342E1BRQZ-RL7DKR-ND","ADUM342E1BRQZ-RL7","Analog Devices Inc.","Analog Devices Inc.","DG ISO 3KV 4CH CAN/RS485 16-SSOP","844","3.82","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Magnetic Coupling","CAN, RS485, SPI","No","4","2/2","Unidirectional","3000Vrms","100kV/µs","150Mbps","10ns, 10ns","3ns","2.5ns, 2.5ns","2.25V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM342E1BRQZ-RL7/24614765"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum340e-341e-342e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7348/MFG_505%7ERQ-16%7ERQ%7E16.jpg","505-ADUM342E0BRQZ-RL7TR-ND,505-ADUM342E0BRQZ-RL7CT-ND,505-ADUM342E0BRQZ-RL7DKR-ND","ADUM342E0BRQZ-RL7","Analog Devices Inc.","Analog Devices Inc.","DG ISO 3KV 4CH CAN/RS485 16-SSOP","759","3.82","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Magnetic Coupling","CAN, RS485, SPI","No","4","2/2","Unidirectional","3000Vrms","100kV/µs","150Mbps","10ns, 10ns","3ns","2.5ns, 2.5ns","2.25V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM342E0BRQZ-RL7/24614779"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum1252.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6621/MFG_505%7E21-0036%7EU%2CUA%7E8.jpg","505-ADUM1252AUA+TTR-ND,505-ADUM1252AUA+TCT-ND,505-ADUM1252AUA+TDKR-ND","ADUM1252AUA+T","Analog Devices Inc.","Analog Devices Inc.","DGTL ISO 2.5KV 2CH I2C 8-MSOP","919","3.86","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Magnetic Coupling","I2C","No","2","2/2","Bidirectional","2500Vrms","200kV/µs","2MHz","95.8ns, 128.4ns","94.2ns","-, 34.7ns","1.71V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-µMAX","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM1252AUA-T/25619660"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum1252.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6762/505%7E21-100415%7EWA%7E8.jpg","505-ADUM1252AWA+TTR-ND,505-ADUM1252AWA+TCT-ND,505-ADUM1252AWA+TDKR-ND","ADUM1252AWA+T","Analog Devices Inc.","Analog Devices Inc.","DGTL ISO 5KV 2CH I2C 8-SOIC(W)","1.117","3.86","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Magnetic Coupling","I2C","No","4","2/2","Bidirectional","5000Vrms","200kV/µs","2MHz","50ns, 133.3ns","94.2ns","-, 20.3ns","1.71V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","8-SOIC (0.295"", 7.50mm Width)","8-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM1252AWA-T/25619683"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADUM3300_3301.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM3301WARWZ-ND","ADUM3301WARWZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 2.5KV 3CH GP 16-SOIC","0","3.92809","0","141","Tube","-","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","2500Vrms","25kV/µs","1Mbps","100ns, 100ns","40ns","2.5ns, 2.5ns","3V ~ 5.5V","Automotive","-","-40°C ~ 105°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM3301WARWZ/5957985"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM142E1BRWZ-ND","ADUM142E1BRWZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3.75KV 4CH GP 16SOIC","821","3.94","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3750Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142E1BRWZ/5583201"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum340e-341e-342e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM342E1BRWZ-ND","ADUM342E1BRWZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISO 5.7KV 4CH CAN 16-SOIC","682","3.94","0","1","Tube","-","Active","Magnetic Coupling","CAN, RS485, SPI","No","4","2/2","Unidirectional","5700Vrms","100kV/µs","150Mbps","10ns, 10ns","3ns","2.5ns, 2.5ns","2.25V ~ 5.5V","Automotive","AEC-Q100","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM342E1BRWZ/19203216"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4994/505%7ER-16-S%7ER%7E16.JPG","ADUM142E1BRZ-ND","ADUM142E1BRZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SOIC","499","3.94","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142E1BRZ/5777235"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4994/505%7ER-16-S%7ER%7E16.JPG","505-ADUM142E0BRZ-ND","ADUM142E0BRZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SOIC","359","3.94","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142E0BRZ/5777234"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM142D0BRWZ-ND","ADUM142D0BRWZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3.75KV 4CH GP 16SOIC","192","3.94","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3750Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142D0BRWZ/5583198"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7348/MFG_505%7ERQ-16%7ERQ%7E16.jpg","505-ADUM142E1BRQZ-ND","ADUM142E1BRQZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SSOP","100","3.94","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142E1BRQZ/7390063"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7348/MFG_505%7ERQ-16%7ERQ%7E16.jpg","505-ADUM142E0BRQZ-ND","ADUM142E0BRQZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SSOP","3.071","3.94","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142E0BRQZ/7390062"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4994/505%7ER-16-S%7ER%7E16.JPG","ADUM142D1BRZ-ND","ADUM142D1BRZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SOIC","701","3.94","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142D1BRZ/5777233"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM142E0BRWZ-ND","ADUM142E0BRWZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3.75KV 4CH GP 16SOIC","685","3.94","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3750Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142E0BRWZ/5583200"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4994/505%7ER-16-S%7ER%7E16.JPG","505-ADUM142D0BRZ-ND","ADUM142D0BRZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SOIC","376","3.94","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142D0BRZ/5777232"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7348/MFG_505%7ERQ-16%7ERQ%7E16.jpg","ADUM142D0BRQZ-ND","ADUM142D0BRQZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SSOP","283","3.94","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142D0BRQZ/7390060"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum340e-341e-342e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM342E0BRWZ-ND","ADUM342E0BRWZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISO 5.7KV 4CH CAN 16-SOIC","45","3.94","0","1","Tube","-","Active","Magnetic Coupling","CAN, RS485, SPI","No","4","2/2","Unidirectional","5700Vrms","100kV/µs","150Mbps","10ns, 10ns","3ns","2.5ns, 2.5ns","2.25V ~ 5.5V","Automotive","AEC-Q100","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM342E0BRWZ/19203220"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","ADUM142D1BRWZ-ND","ADUM142D1BRWZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3.75KV 4CH GP 16SOIC","328","3.94","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3750Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142D1BRWZ/5583199"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7348/MFG_505%7ERQ-16%7ERQ%7E16.jpg","505-ADUM142D1BRQZ-ND","ADUM142D1BRQZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SSOP","207","3.94","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142D1BRQZ/7390061"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum340e-341e-342e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7348/MFG_505%7ERQ-16%7ERQ%7E16.jpg","505-ADUM342E0BRQZ-ND","ADUM342E0BRQZ","Analog Devices Inc.","Analog Devices Inc.","DG ISO 3KV 4CH CAN/RS485 16-SSOP","222","3.94","0","1","Tube","-","Active","Magnetic Coupling","CAN, RS485, SPI","No","4","2/2","Unidirectional","3000Vrms","100kV/µs","150Mbps","10ns, 10ns","3ns","2.5ns, 2.5ns","2.25V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM342E0BRQZ/24577138"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum340e-341e-342e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7348/MFG_505%7ERQ-16%7ERQ%7E16.jpg","505-ADUM342E1BRQZ-ND","ADUM342E1BRQZ","Analog Devices Inc.","Analog Devices Inc.","DG ISO 3KV 4CH CAN/RS485 16-SSOP","82","3.94","0","1","Tube","-","Active","Magnetic Coupling","CAN, RS485, SPI","No","4","2/2","Unidirectional","3000Vrms","100kV/µs","150Mbps","10ns, 10ns","3ns","2.5ns, 2.5ns","2.25V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM342E1BRQZ/24577117"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum1252.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8906/MFG_175%7E21-0041%7ESA%7E8.jpg","505-ADUM1252ASA+-ND","ADUM1252ASA+","Analog Devices Inc./Maxim Integrated","Analog Devices Inc./Maxim Integrated","DGTL ISO 3KV 2CH I2C 8-SOIC","795","3.98","0","1","Tube","-","Active","Capacitive Coupling","I2C","No","4","2/2","Bidirectional","3000Vrms","200kV/µs","2MHz","50ns, 133.3ns","94.2ns","-, 36.1ns","1.71V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc-maxim-integrated/ADUM1252ASA/21777894"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum1252.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6762/505%7E21-100415%7EWA%7E8.jpg","175-ADUM1252AWA+-ND","ADUM1252AWA+","Analog Devices Inc./Maxim Integrated","Analog Devices Inc./Maxim Integrated","DGTL ISO 5KV 2CH I2C 8-SOIC(W)","837","3.98","0","1","Tube","-","Active","Magnetic Coupling","I2C","No","4","2/2","Bidirectional","5000Vrms","200kV/µs","2MHz","50ns, 133.3ns","94.2ns","-, 20.3ns","1.71V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","8-SOIC (0.295"", 7.50mm Width)","8-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc-maxim-integrated/ADUM1252AWA/24764406"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum1252.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6621/MFG_505%7E21-0036%7EU%2CUA%7E8.jpg","505-ADUM1252AUA+-ND","ADUM1252AUA+","Analog Devices Inc.","Analog Devices Inc.","DGTL ISO 2.5KV 2CH I2C 8-MSOP","836","3.98","0","1","Tube","-","Active","Magnetic Coupling","I2C","No","4","2/2","Bidirectional","2500Vrms","200kV/µs","2MHz","50ns, 133.3ns","94.2ns","-, 20.3ns","1.71V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","8-TSSOP, 8-MSOP (0.118"", 3.00mm Width)","8-µMAX","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM1252AUA/24764401"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM142E1WBRWZ-RLTR-ND,505-ADUM142E1WBRWZ-RLCT-ND,505-ADUM142E1WBRWZ-RLDKR-ND","ADUM142E1WBRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISO 3.75KV 4CH SPI 16-SOIC","1.106","4.18","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3750Vrms","100kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.8V ~ 5.5V","Automotive","AEC-Q100","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142E1WBRWZ-RL/7914809"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum340e-341e-342e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7348/MFG_505%7ERQ-16%7ERQ%7E16.jpg","505-ADUM342E0WBRQZ-RL7TR-ND,505-ADUM342E0WBRQZ-RL7CT-ND,505-ADUM342E0WBRQZ-RL7DKR-ND","ADUM342E0WBRQZ-RL7","Analog Devices Inc.","Analog Devices Inc.","DG ISO 3KV 4CH CAN/RS485 16-SSOP","611","4.18","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Magnetic Coupling","CAN, RS485, SPI","No","4","2/2","Unidirectional","3000Vrms","100kV/µs","150Mbps","10ns, 10ns","3ns","2.5ns, 2.5ns","2.25V ~ 5.5V","Automotive","AEC-Q100","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM342E0WBRQZ-RL7/24614735"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum340e-341e-342e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7348/MFG_505%7ERQ-16%7ERQ%7E16.jpg","505-ADUM342E1WBRQZ-RL7TR-ND,505-ADUM342E1WBRQZ-RL7CT-ND,505-ADUM342E1WBRQZ-RL7DKR-ND","ADUM342E1WBRQZ-RL7","Analog Devices Inc.","Analog Devices Inc.","DG ISO 3KV 4CH CAN/RS485 16-SSOP","337","4.18","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Magnetic Coupling","CAN, RS485, SPI","No","4","2/2","Unidirectional","3000Vrms","100kV/µs","150Mbps","10ns, 10ns","3ns","2.5ns, 2.5ns","2.25V ~ 5.5V","Automotive","AEC-Q100","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM342E1WBRQZ-RL7/24614736"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM240D_240E_241D_241E_242D_242E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM242E0BRWZ-ND","ADUM242E0BRWZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 4CH GP 16-SOIC","428","4.23","0","1","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM242E0BRWZ/5726652"
