Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,Product Status,"Technology","Type","Isolated Power","Number of Channels","Inputs - Side 1/Side 2","Channel Type","Voltage - Isolation","Common Mode Transient Immunity (Min)","Data Rate","Propagation Delay tpLH / tpHL (Max)","Pulse Width Distortion (Max)","Rise / Fall Time (Typ)","Voltage - Supply","Grade","Qualification","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package","URL"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum1254.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8906/MFG_175%7E21-0041%7ESA%7E8.jpg","175-ADUM1254ASA+TTR-ND","ADUM1254ASA+T","Analog Devices Inc./Maxim Integrated","Analog Devices Inc./Maxim Integrated","DGTL ISO 3KV 2CH CAN/I2C 8-SOIC","0","1.71691","0","2500","Tape & Reel (TR)","-","Active","Magnetic Coupling","CAN, I2C","No","2","2/2","Bidirectional","3000Vrms","100kV/µs","2MHz","95.8ns, 128.4ns","94.2ns","-, 20.3ns","2.25V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc-maxim-integrated/ADUM1254ASA-T/22522532"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM130D_130E_131D_131E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4994/505%7ER-16-S%7ER%7E16.JPG","505-ADUM131E1BRZ-RL7TR-ND","ADUM131E1BRZ-RL7","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 3CH GP 16-SOIC","0","1.74721","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM131E1BRZ-RL7/5775477"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM130D_130E_131D_131E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM131D0BRWZ-RLTR-ND","ADUM131D0BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3.75KV 3CH GP 16SOIC","0","1.74721","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","3750Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM131D0BRWZ-RL/5440970"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM130D_130E_131D_131E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4994/505%7ER-16-S%7ER%7E16.JPG","505-ADUM131D1BRZ-RL7TR-ND","ADUM131D1BRZ-RL7","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 3CH GP 16-SOIC","0","1.74721","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM131D1BRZ-RL7/5775475"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM130D_130E_131D_131E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","ADUM131D1BRWZ-RL-ND","ADUM131D1BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3.75KV 3CH GP 16SOIC","0","1.74721","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","3750Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM131D1BRWZ-RL/5440971"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM130D_130E_131D_131E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4994/505%7ER-16-S%7ER%7E16.JPG","ADUM131E0BRZ-RL7-ND","ADUM131E0BRZ-RL7","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 3CH GP 16-SOIC","0","1.74721","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM131E0BRZ-RL7/5775476"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum1255.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8906/MFG_175%7E21-0041%7ESA%7E8.jpg","175-ADUM1255ASA+TTR-ND","ADUM1255ASA+T","Analog Devices Inc./Maxim Integrated","Analog Devices Inc./Maxim Integrated","DGTL ISO 3KV 2CH CAN/I2C 8-SOIC","0","1.80621","0","2500","Tape & Reel (TR)","-","Active","Magnetic Coupling","CAN, I2C","No","2","2/1","Unidirectional","3000Vrms","100kV/µs","2MHz","95.8ns, 128.4ns","94.2ns","-, 20.3ns","2.25V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc-maxim-integrated/ADUM1255ASA-T/22522518"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM230D_230E_231D_231E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM231E1BRWZ-RLTR-ND","ADUM231E1BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 3CH GP 16-SOIC","0","1.95654","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM231E1BRWZ-RL/5726184"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM230D_230E_231D_231E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM231E0BRWZ-RLTR-ND","ADUM231E0BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 3CH GP 16-SOIC","0","1.95654","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM231E0BRWZ-RL/5726183"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM230D_230E_231D_231E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM231D0BRWZ-RLTR-ND","ADUM231D0BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 3CH GP 16-SOIC","0","1.95654","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM231D0BRWZ-RL/5726181"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM230D_230E_231D_231E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM231E0BRIZ-RLTR-ND","ADUM231E0BRIZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 3CH GP 16-SOIC","0","1.95654","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM231E0BRIZ-RL/6057028"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM230D_230E_231D_231E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","ADUM231D1BRWZ-RL-ND","ADUM231D1BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 3CH GP 16-SOIC","0","1.95654","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM231D1BRWZ-RL/5726182"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM230D_230E_231D_231E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","ADUM231D0BRIZ-RL-ND","ADUM231D0BRIZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 3CH GP 16-SOIC","0","1.95654","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM231D0BRIZ-RL/6057026"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM230D_230E_231D_231E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM231D1BRIZ-ND","ADUM231D1BRIZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 3CH GP 16-SOIC","0","2.06108","0","296","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM231D1BRIZ/6072281"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM230D_230E_231D_231E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM231E0BRIZ-ND","ADUM231E0BRIZ","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 3CH GP 16-SOIC","0","2.06108","0","296","Tube","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM231E0BRIZ/6072282"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4994/505%7ER-16-S%7ER%7E16.JPG","505-ADUM142D1BRZ-RL7TR-ND","ADUM142D1BRZ-RL7","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SOIC","0","2.16538","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142D1BRZ-RL7/5775487"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM142D1BRWZ-RLTR-ND","ADUM142D1BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3.75KV 4CH GP 16SOIC","0","2.16538","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3750Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142D1BRWZ-RL/5559598"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4994/505%7ER-16-S%7ER%7E16.JPG","505-ADUM142D0BRZ-RL7TR-ND","ADUM142D0BRZ-RL7","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SOIC","0","2.16538","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142D0BRZ-RL7/5775486"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM140D_140E_141D_141E_142D_142E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7348/MFG_505%7ERQ-16%7ERQ%7E16.jpg","ADUM142E1BRQZ-RL7-ND","ADUM142E1BRQZ-RL7","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3KV 4CH GP 16-SSOP","0","2.16538","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","3000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SSOP (0.154"", 3.90mm Width)","16-QSOP","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM142E1BRQZ-RL7/7388632"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum1253.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8906/MFG_175%7E21-0041%7ESA%7E8.jpg","505-ADUM1253ASA+TTR-ND","ADUM1253ASA+T","Analog Devices Inc./Maxim Integrated","Analog Devices Inc./Maxim Integrated","DGTL ISO 3KV 2CH CAN/I2C 8-SOIC","0","2.2643","0","2500","Tape & Reel (TR)","-","Active","Capacitive Coupling","I2C","No","2","2/1","Bidirectional, Unidirectional","3000Vrms","200kV/µs","2MHz","50ns, 133.3ns","94.2ns","-, 36.1ns","1.71V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc-maxim-integrated/ADUM1253ASA-T/21777871"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum1252.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8906/MFG_175%7E21-0041%7ESA%7E8.jpg","505-ADUM1252ASA+TTR-ND","ADUM1252ASA+T","Analog Devices Inc./Maxim Integrated","Analog Devices Inc./Maxim Integrated","DGTL ISO 3KV 4CH I2C 8-SOIC","0","2.40828","0","2500","Tape & Reel (TR)","-","Active","Capacitive Coupling","I2C","No","4","2/2","Bidirectional","3000Vrms","200kV/µs","2MHz","50ns, 133.3ns","94.2ns","-, 36.1ns","1.71V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc-maxim-integrated/ADUM1252ASA-T/21777857"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM240D_240E_241D_241E_242D_242E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM242D0BRWZ-RLTR-ND","ADUM242D0BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 4CH GP 16-SOIC","0","2.42001","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM242D0BRWZ-RL/5726193"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM240D_240E_241D_241E_242D_242E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4265/505%7ERI-16-2%7ERI%7E16.jpg","505-ADUM242D1BRIZ-RLTR-ND","ADUM242D1BRIZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 4CH GP 16-SOIC","0","2.42001","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM242D1BRIZ-RL/6057040"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM240D_240E_241D_241E_242D_242E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4265/505%7ERI-16-2%7ERI%7E16.jpg","505-ADUM242D0BRIZ-RLTR-ND","ADUM242D0BRIZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 4CH GP 16-SOIC","0","2.42001","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM242D0BRIZ-RL/6057039"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM240D_240E_241D_241E_242D_242E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM242D1BRWZ-RLTR-ND","ADUM242D1BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 4CH GP 16-SOIC","0","2.42001","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM242D1BRWZ-RL/5726194"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM240D_240E_241D_241E_242D_242E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM242E0BRWZ-RLTR-ND","ADUM242E0BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 4CH GP 16-SOIC","0","2.42001","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM242E0BRWZ-RL/5726195"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM240D_240E_241D_241E_242D_242E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4265/505%7ERI-16-2%7ERI%7E16.jpg","ADUM242E0BRIZ-RL-ND","ADUM242E0BRIZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 4CH GP 16-SOIC","0","2.49261","0","1000","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM242E0BRIZ-RL/6057041"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum240d_240e_241d_241e_242d_242e.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","ADUM242E0WBRWZ-RL-ND","ADUM242E0WBRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 5KV 4CH GP 16-SOIC","0","2.75943","0","400","Tape & Reel (TR)","iCoupler®","Active","Magnetic Coupling","General Purpose","No","4","2/2","Unidirectional","5000Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","Automotive","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM242E0WBRWZ-RL/9484603"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum1255.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6762/505%7E21-100415%7EWA%7E8.jpg","505-ADUM1255AWA+TTR-ND,505-ADUM1255AWA+TCT-ND,505-ADUM1255AWA+TDKR-ND","ADUM1255AWA+T","Analog Devices Inc.","Analog Devices Inc.","DGTL ISO 5KV 2CH I2C 8-SOIC(W)","788","2.98","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","-","Active","Magnetic Coupling","CAN, I2C","No","3","2/1","Unidirectional","5000Vrms","100kV/µs","2MHz","50ns, 133.3ns","94.2ns","-, 20.3ns","2.25V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","8-SOIC (0.295"", 7.50mm Width)","8-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM1255AWA-T/25619650"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum1255.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/8906/MFG_175%7E21-0041%7ESA%7E8.jpg","175-ADUM1255ASA+-ND","ADUM1255ASA+","Analog Devices Inc./Maxim Integrated","Analog Devices Inc./Maxim Integrated","DGTL ISO 3KV 2CH CAN/I2C 8-SOIC","343","3.07","0","1","Tube","-","Active","Magnetic Coupling","CAN, I2C","No","2","2/1","Unidirectional","3000Vrms","100kV/µs","2MHz","95.8ns, 128.4ns","94.2ns","-, 20.3ns","2.25V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc-maxim-integrated/ADUM1255ASA/22522526"
"https://www.analog.com/media/en/technical-documentation/data-sheets/adum1255.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6762/505%7E21-100415%7EWA%7E8.jpg","175-ADUM1255AWA+-ND","ADUM1255AWA+","Analog Devices Inc./Maxim Integrated","Analog Devices Inc./Maxim Integrated","DGTL ISO 5KV 2CH I2C 8-SOIC(W)","294","3.07","0","1","Tube","-","Active","Magnetic Coupling","CAN, I2C","No","3","2/1","Unidirectional","5000Vrms","100kV/µs","2MHz","50ns, 133.3ns","94.2ns","-, 20.3ns","2.25V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","8-SOIC (0.295"", 7.50mm Width)","8-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc-maxim-integrated/ADUM1255AWA/24764402"
"https://www.analog.com/media/en/technical-documentation/data-sheets/ADuM130D_130E_131D_131E.pdf","//mm.digikey.com/Volume0/opasdata/d220001/medias/images/7547/MFG_505%7ERW-16%7ERW%7E16.jpg","505-ADUM131E0BRWZ-RLTR-ND,505-ADUM131E0BRWZ-RLCT-ND,505-ADUM131E0BRWZ-RLDKR-ND","ADUM131E0BRWZ-RL","Analog Devices Inc.","Analog Devices Inc.","DGTL ISOLTR 3.75KV 3CH GP 16SOIC","879","3.14","0","1","Tape & Reel (TR),Cut Tape (CT),Digi-Reel®","iCoupler®","Active","Magnetic Coupling","General Purpose","No","3","2/1","Unidirectional","3750Vrms","75kV/µs","150Mbps","13ns, 13ns","3ns","2.5ns, 2.5ns","1.7V ~ 5.5V","-","-","-40°C ~ 125°C","Surface Mount","16-SOIC (0.295"", 7.50mm Width)","16-SOIC","https://www.digikey.be/en/products/detail/analog-devices-inc/ADUM131E0BRWZ-RL/5440972"
